"","year","ISO","LiNo","latitude","longitude","Breteau_index","Aeg_aed_index","Res_index","Contain_index","Larvae_index","date","X","count","season"
"47",2009,17,1,22.6393982,120.2869661,0,0,0,0,0,2009-04-20,"2009/4/26",0,"spring"
"48",2009,18,1,22.6393982,120.2869661,1.818181818,0,1.818181818,1.923076923,14.54545455,2009-04-27,"2009/5/3",0,"spring"
"49",2009,20,1,22.6393982,120.2869661,0,0,0,0,0,2009-05-11,"2009/5/17",0,"spring"
"50",2009,24,1,22.6393982,120.2869661,3.703703704,0,1.851851852,3.076923077,5.555555556,2009-06-08,"2009/6/14",0,"summer"
"51",2009,26,1,22.6393982,120.2869661,11.32075472,0,9.433962264,11.32075472,66.03773585,2009-06-22,"2009/6/28",0,"summer"
"52",2009,27,1,22.6393982,120.2869661,0,0,0,0,0,2009-06-29,"2009/7/5",0,"summer"
"53",2009,30,1,22.6393982,120.2869661,19.23076923,0.115384615,13.46153846,12.34567901,232.6923077,2009-07-20,"2009/7/26",1,"summer"
"54",2009,31,1,22.6393982,120.2869661,9.259259259,0,9.259259259,6.849315068,59.25925926,2009-07-27,"2009/8/2",0,"summer"
"55",2009,40,1,22.6393982,120.2869661,1.923076923,0.019230769,1.923076923,2.127659574,9.615384615,2009-09-28,"2009/10/4",0,"autumn"
"56",2010,6,1,22.6393982,120.2869661,0,0,0,0,0,2010-02-01,"2010/2/7",0,"winter"
"57",2010,9,1,22.6393982,120.2869661,0,0,0,0,0,2010-02-22,"2010/2/28",0,"winter"
"58",2010,11,1,22.6393982,120.2869661,0,0,0,0,0,2010-03-08,"2010/3/14",0,"spring"
"59",2010,15,1,22.6393982,120.2869661,2,0,2,1.851851852,6,2010-04-05,"2010/4/11",0,"spring"
"60",2010,23,1,22.6393982,120.2869661,1.886792453,0,1.886792453,1.960784314,11.32075472,2010-05-31,"2010/6/6",0,"spring"
"61",2010,37,1,22.6393982,120.2869661,10.6741573,0.005617978,8.988764045,10.55555556,94.38202247,2010-09-06,"2010/9/12",1,"autumn"
"62",2010,39,1,22.6393982,120.2869661,8.928571429,0,5.357142857,10.86956522,107.1428571,2010-09-20,"2010/9/26",0,"autumn"
"63",2010,44,1,22.6393982,120.2869661,3.773584906,0,1.886792453,5.128205128,69.81132075,2010-10-25,"2010/10/31",3,"autumn"
"64",2010,45,1,22.6393982,120.2869661,10,0.030769231,7.692307692,14.77272727,116.9230769,2010-11-01,"2010/11/7",2,"autumn"
"65",2011,2,1,22.6393982,120.2869661,0,0,0,0,0,2011-01-03,"2011/1/9",0,"winter"
"66",2011,3,1,22.6393982,120.2869661,4,0,4,5,20,2011-01-10,"2011/1/16",0,"winter"
"67",2011,7,1,22.6393982,120.2869661,0,0,0,0,0,2011-02-07,"2011/2/13",0,"winter"
"68",2011,8,1,22.6393982,120.2869661,0,0,0,0,0,2011-02-14,"2011/2/20",0,"winter"
"69",2011,9,1,22.6393982,120.2869661,0,0,0,0,0,2011-02-21,"2011/2/27",0,"winter"
"70",2011,13,1,22.6393982,120.2869661,0,0,0,0,0,2011-03-21,"2011/3/27",0,"spring"
"71",2011,16,1,22.6393982,120.2869661,0,0,0,0,0,2011-04-11,"2011/4/17",0,"spring"
"72",2011,22,1,22.6393982,120.2869661,0,0,0,0,0,2011-05-23,"2011/5/29",0,"spring"
"73",2011,26,1,22.6393982,120.2869661,2,0,2,2.564102564,12,2011-06-20,"2011/6/26",0,"summer"
"74",2011,46,1,22.6393982,120.2869661,3.669724771,0.009174312,3.669724771,5.333333333,40.36697248,2011-11-07,"2011/11/13",4,"autumn"
"75",2011,47,1,22.6393982,120.2869661,9.595959596,0.025252525,8.080808081,12.83783784,116.6666667,2011-11-14,"2011/11/20",7,"autumn"
"76",2011,48,1,22.6393982,120.2869661,10.78431373,0.078431373,10.78431373,12.94117647,68.62745098,2011-11-21,"2011/11/27",1,"autumn"
"77",2011,51,1,22.6393982,120.2869661,0,0,0,0,0,2011-12-12,"2011/12/18",4,"winter"
"78",2012,2,1,22.6393982,120.2869661,2.857142857,0.047619048,1.904761905,5.454545455,32.38095238,2012-01-02,"2012/1/8",0,"winter"
"79",2012,7,1,22.6393982,120.2869661,0,0,0,0,0,2012-02-06,"2012/2/12",0,"winter"
"80",2012,10,1,22.6393982,120.2869661,0,0,0,0,0,2012-02-27,"2012/3/4",0,"winter"
"81",2012,12,1,22.6393982,120.2869661,0,0,0,0,0,2012-03-12,"2012/3/18",0,"spring"
"82",2012,13,1,22.6393982,120.2869661,2,0,2,2.083333333,10,2012-03-19,"2012/3/25",0,"spring"
"83",2012,16,1,22.6393982,120.2869661,0,0,0,0,0,2012-04-09,"2012/4/15",0,"spring"
"84",2012,18,1,22.6393982,120.2869661,0,0,0,0,0,2012-04-23,"2012/4/29",0,"spring"
"85",2012,20,1,22.6393982,120.2869661,2,0,2,6.666666667,10,2012-05-07,"2012/5/13",0,"spring"
"86",2005,10,2,22.6436793,120.2938152,12,0.06,6,18.75,136,2005-02-28,"2005/3/6",0,"winter"
"87",2005,15,2,22.6436793,120.2938152,2,0.02,2,4.166666667,60,2005-04-04,"2005/4/10",0,"spring"
"88",2005,19,2,22.6436793,120.2938152,6,0.02,2,3.225806452,22,2005-05-02,"2005/5/8",0,"spring"
"89",2005,23,2,22.6436793,120.2938152,24,0.04,6,23.07692308,224,2005-05-30,"2005/6/5",0,"spring"
"90",2005,26,2,22.6436793,120.2938152,4,0,4,2.380952381,46,2005-06-20,"2005/6/26",0,"summer"
"91",2005,27,2,22.6436793,120.2938152,6,0.04,4,5,36,2005-06-27,"2005/7/3",0,"summer"
"92",2005,30,2,22.6436793,120.2938152,15.38461538,0.019230769,9.615384615,13.33333333,561.5384615,2005-07-18,"2005/7/24",0,"summer"
"93",2005,32,2,22.6436793,120.2938152,6,0.02,6,4.6875,126,2005-08-01,"2005/8/7",0,"summer"
"94",2005,44,2,22.6436793,120.2938152,8,0.04,8,8.163265306,236,2005-10-24,"2005/10/30",0,"autumn"
"95",2005,52,2,22.6436793,120.2938152,8,0,6,8.333333333,58,2005-12-19,"2005/12/25",0,"winter"
"96",2006,9,2,22.6436793,120.2938152,7.692307692,0.019230769,1.923076923,4.705882353,132.6923077,2006-02-20,"2006/2/26",0,"winter"
"97",2006,13,2,22.6436793,120.2938152,1.923076923,0,1.923076923,1.754385965,5.769230769,2006-03-20,"2006/3/26",0,"spring"
"98",2006,14,2,22.6436793,120.2938152,0,0,0,0,0,2006-03-27,"2006/4/2",0,"spring"
"99",2006,17,2,22.6436793,120.2938152,7.692307692,0,7.692307692,3.03030303,105.7692308,2006-04-17,"2006/4/23",0,"spring"
"100",2006,22,2,22.6436793,120.2938152,9.615384615,0.057692308,7.692307692,5.617977528,136.5384615,2006-05-22,"2006/5/28",0,"spring"
"101",2006,41,2,22.6436793,120.2938152,8.620689655,0.051724138,8.620689655,10,231.0344828,2006-10-02,"2006/10/8",1,"autumn"
"102",2006,43,2,22.6436793,120.2938152,10.22727273,0.056818182,5.681818182,4.455445545,170.4545455,2006-10-16,"2006/10/22",0,"autumn"
"103",2006,51,2,22.6436793,120.2938152,0,0,0,0,0,2006-12-11,"2006/12/17",0,"winter"
"104",2007,1,2,22.6436793,120.2938152,0,0,0,0,0,2007-01-01,"2007/1/7",0,"winter"
"105",2007,4,2,22.6436793,120.2938152,2,0,2,3.03030303,40,2007-01-22,"2007/1/28",0,"winter"
"106",2007,10,2,22.6436793,120.2938152,6,0,6,5.660377358,144,2007-03-05,"2007/3/11",0,"spring"
"107",2007,12,2,22.6436793,120.2938152,8,0.06,4,6.153846154,70,2007-03-19,"2007/3/25",0,"spring"
"108",2007,14,2,22.6436793,120.2938152,0,0,0,0,0,2007-04-02,"2007/4/8",0,"spring"
"109",2007,16,2,22.6436793,120.2938152,3.846153846,0.211538462,3.846153846,2.898550725,55.76923077,2007-04-16,"2007/4/22",0,"spring"
"110",2007,18,2,22.6436793,120.2938152,2,0,2,1.098901099,42,2007-04-30,"2007/5/6",0,"spring"
"111",2007,23,2,22.6436793,120.2938152,14,0,14,7.954545455,146,2007-06-04,"2007/6/10",1,"summer"
"112",2007,25,2,22.6436793,120.2938152,26,0.02,12,20,362,2007-06-18,"2007/6/24",0,"summer"
"113",2007,27,2,22.6436793,120.2938152,8,0.06,4,6.896551724,104,2007-07-02,"2007/7/8",0,"summer"
"114",2007,34,2,22.6436793,120.2938152,2,0,2,1.162790698,22,2007-08-20,"2007/8/26",0,"summer"
"115",2007,37,2,22.6436793,120.2938152,6,0,6,3.703703704,54,2007-09-10,"2007/9/16",0,"autumn"
"116",2007,39,2,22.6436793,120.2938152,18,0,12,14.75409836,200,2007-09-24,"2007/9/30",0,"autumn"
"117",2007,42,2,22.6436793,120.2938152,17.30769231,0.038461538,7.692307692,16.36363636,144.2307692,2007-10-15,"2007/10/21",0,"autumn"
"118",2007,47,2,22.6436793,120.2938152,9.803921569,0.117647059,7.843137255,5.952380952,121.5686275,2007-11-19,"2007/11/25",0,"autumn"
"119",2007,52,2,22.6436793,120.2938152,2,0,2,2.380952381,18,2007-12-24,"2007/12/30",0,"winter"
"120",2008,4,2,22.6436793,120.2938152,0,0,0,0,0,2008-01-21,"2008/1/27",0,"winter"
"121",2008,11,2,22.6436793,120.2938152,2,0,2,1.162790698,18,2008-03-10,"2008/3/16",0,"spring"
"122",2008,13,2,22.6436793,120.2938152,1.960784314,0,1.960784314,1.408450704,11.76470588,2008-03-24,"2008/3/30",0,"spring"
"123",2008,17,2,22.6436793,120.2938152,1.923076923,0,1.923076923,1.492537313,7.692307692,2008-04-21,"2008/4/27",0,"spring"
"124",2008,21,2,22.6436793,120.2938152,13.7254902,0,5.882352941,8.43373494,145.0980392,2008-05-19,"2008/5/25",0,"spring"
"125",2008,24,2,22.6436793,120.2938152,17.64705882,0.078431373,15.68627451,14.0625,223.5294118,2008-06-09,"2008/6/15",0,"summer"
"126",2008,27,2,22.6436793,120.2938152,26.92307692,0,13.46153846,15.55555556,213.4615385,2008-06-30,"2008/7/6",0,"summer"
"127",2008,51,2,22.6436793,120.2938152,0,0,0,0,0,2008-12-15,"2008/12/21",0,"winter"
"128",2009,3,2,22.6436793,120.2938152,8,0,6,6.25,72,2009-01-12,"2009/1/18",0,"winter"
"129",2009,7,2,22.6436793,120.2938152,2,0,2,1.587301587,64,2009-02-09,"2009/2/15",0,"winter"
"130",2009,11,2,22.6436793,120.2938152,3.703703704,0,1.851851852,3.703703704,20.37037037,2009-03-09,"2009/3/15",0,"spring"
"131",2009,12,2,22.6436793,120.2938152,0,0,0,0,0,2009-03-16,"2009/3/22",0,"spring"
"132",2009,15,2,22.6436793,120.2938152,0,0,0,0,0,2009-04-06,"2009/4/12",0,"spring"
"133",2009,16,2,22.6436793,120.2938152,5.882352941,0,5.882352941,4.838709677,49.01960784,2009-04-13,"2009/4/19",0,"spring"
"134",2009,19,2,22.6436793,120.2938152,1.818181818,0,1.818181818,2,81.81818182,2009-05-04,"2009/5/10",0,"spring"
"135",2009,20,2,22.6436793,120.2938152,5.882352941,0,5.882352941,5.769230769,52.94117647,2009-05-11,"2009/5/17",0,"spring"
"136",2009,23,2,22.6436793,120.2938152,7.692307692,0,3.846153846,6.349206349,138.4615385,2009-06-01,"2009/6/7",0,"summer"
"137",2009,26,2,22.6436793,120.2938152,17.64705882,0.019607843,11.76470588,13.23529412,70.58823529,2009-06-22,"2009/6/28",0,"summer"
"138",2009,27,2,22.6436793,120.2938152,1.818181818,0,1.818181818,1.587301587,29.09090909,2009-06-29,"2009/7/5",0,"summer"
"139",2009,31,2,22.6436793,120.2938152,9.836065574,0.032786885,6.557377049,9.836065574,78.68852459,2009-07-27,"2009/8/2",0,"summer"
"140",2010,6,2,22.6436793,120.2938152,2,0,2,1.408450704,8,2010-02-01,"2010/2/7",0,"winter"
"141",2010,9,2,22.6436793,120.2938152,1.923076923,0,1.923076923,1.666666667,55.76923077,2010-02-22,"2010/2/28",0,"winter"
"142",2010,11,2,22.6436793,120.2938152,0,0,0,0,0,2010-03-08,"2010/3/14",0,"spring"
"143",2010,15,2,22.6436793,120.2938152,4.901960784,0.009803922,4.901960784,4.424778761,34.31372549,2010-04-05,"2010/4/11",0,"spring"
"144",2010,23,2,22.6436793,120.2938152,16.98113208,0.018867925,13.20754717,18,284.9056604,2010-05-31,"2010/6/6",0,"spring"
"145",2010,24,2,22.6436793,120.2938152,9.615384615,0.038461538,9.615384615,9.433962264,151.9230769,2010-06-07,"2010/6/13",0,"summer"
"146",2010,28,2,22.6436793,120.2938152,3.921568627,0,3.921568627,3.846153846,94.11764706,2010-07-05,"2010/7/11",0,"summer"
"147",2010,30,2,22.6436793,120.2938152,6,0,4,4.918032787,52,2010-07-19,"2010/7/25",0,"summer"
"148",2010,37,2,22.6436793,120.2938152,27.52293578,0.055045872,19.26605505,11.95219124,498.1651376,2010-09-06,"2010/9/12",2,"autumn"
"149",2011,3,2,22.6436793,120.2938152,0,0,0,0,0,2011-01-10,"2011/1/16",0,"winter"
"150",2011,7,2,22.6436793,120.2938152,0,0,0,0,0,2011-02-07,"2011/2/13",0,"winter"
"151",2011,8,2,22.6436793,120.2938152,0,0,0,0,0,2011-02-14,"2011/2/20",0,"winter"
"152",2011,12,2,22.6436793,120.2938152,2,0,2,5,4,2011-03-14,"2011/3/20",0,"spring"
"153",2011,13,2,22.6436793,120.2938152,0,0,0,0,0,2011-03-21,"2011/3/27",0,"spring"
"154",2011,14,2,22.6436793,120.2938152,0,0,0,0,0,2011-03-28,"2011/4/3",0,"spring"
"155",2011,16,2,22.6436793,120.2938152,0,0,0,0,0,2011-04-11,"2011/4/17",0,"spring"
"156",2011,17,2,22.6436793,120.2938152,0,0,0,0,0,2011-04-18,"2011/4/24",0,"spring"
"157",2011,19,2,22.6436793,120.2938152,0,0,0,0,0,2011-05-02,"2011/5/8",0,"spring"
"158",2011,21,2,22.6436793,120.2938152,0,0.02,0,0,0,2011-05-16,"2011/5/22",0,"spring"
"159",2011,25,2,22.6436793,120.2938152,8,0.02,8,9.090909091,22,2011-06-13,"2011/6/19",0,"summer"
"160",2011,29,2,22.6436793,120.2938152,14,0.02,10,12.28070175,58,2011-07-11,"2011/7/17",0,"summer"
"161",2011,30,2,22.6436793,120.2938152,6,0,4,6.976744186,24,2011-07-18,"2011/7/24",0,"summer"
"162",2011,43,2,22.6436793,120.2938152,15.71428571,0,14.28571429,16.41791045,245.7142857,2011-10-17,"2011/10/23",0,"autumn"
"163",2012,5,2,22.6436793,120.2938152,0,0,0,0,0,2012-01-23,"2012/1/29",0,"winter"
"164",2012,7,2,22.6436793,120.2938152,0,0,0,0,0,2012-02-06,"2012/2/12",1,"winter"
"165",2012,11,2,22.6436793,120.2938152,0,0,0,0,0,2012-03-05,"2012/3/11",0,"spring"
"166",2012,12,2,22.6436793,120.2938152,0,0,0,0,0,2012-03-12,"2012/3/18",0,"spring"
"167",2012,19,2,22.6436793,120.2938152,6,0,6,6.52173913,76,2012-04-30,"2012/5/6",0,"spring"
"168",2012,28,2,22.6436793,120.2938152,8,0,8,11.42857143,40,2012-07-02,"2012/7/8",1,"summer"
"169",2005,10,3,22.643491,120.2963385,0,0,0,0,0,2005-02-28,"2005/3/6",0,"winter"
"170",2005,15,3,22.643491,120.2963385,0,0,0,0,0,2005-04-04,"2005/4/10",0,"spring"
"171",2005,19,3,22.643491,120.2963385,0,0,0,0,0,2005-05-02,"2005/5/8",0,"spring"
"172",2005,23,3,22.643491,120.2963385,4,0,2,3.703703704,66,2005-05-30,"2005/6/5",0,"spring"
"173",2005,27,3,22.643491,120.2963385,10,0.04,6,7.8125,174,2005-06-27,"2005/7/3",0,"summer"
"174",2005,29,3,22.643491,120.2963385,8,0,8,4.87804878,66,2005-07-11,"2005/7/17",0,"summer"
"175",2005,30,3,22.643491,120.2963385,6,0,6,6.666666667,166,2005-07-18,"2005/7/24",0,"summer"
"176",2005,32,3,22.643491,120.2963385,4,0.04,4,3.448275862,44,2005-08-01,"2005/8/7",0,"summer"
"177",2005,40,3,22.643491,120.2963385,28.33333333,1.166666667,23.33333333,15.45454545,693.3333333,2005-09-26,"2005/10/2",0,"autumn"
"178",2005,44,3,22.643491,120.2963385,22,0.06,8,15.94202899,366,2005-10-24,"2005/10/30",0,"autumn"
"179",2006,9,3,22.643491,120.2963385,0,0,0,0,0,2006-02-20,"2006/2/26",0,"winter"
"180",2006,17,3,22.643491,120.2963385,9.615384615,0.057692308,3.846153846,4.201680672,113.4615385,2006-04-17,"2006/4/23",0,"spring"
"181",2006,40,3,22.643491,120.2963385,7.692307692,0.027472527,5.494505495,6.194690265,103.8461538,2006-09-25,"2006/10/1",3,"autumn"
"182",2007,1,3,22.643491,120.2963385,0,0,0,0,0,2007-01-01,"2007/1/7",0,"winter"
"183",2007,4,3,22.643491,120.2963385,0,0,0,0,0,2007-01-22,"2007/1/28",0,"winter"
"184",2007,7,3,22.643491,120.2963385,0,0,0,0,0,2007-02-12,"2007/2/18",0,"winter"
"185",2007,10,3,22.643491,120.2963385,2,0,2,1.25,52,2007-03-05,"2007/3/11",0,"spring"
"186",2007,11,3,22.643491,120.2963385,0,0,0,0,0,2007-03-12,"2007/3/18",0,"spring"
"187",2007,14,3,22.643491,120.2963385,0,0,0,0,0,2007-04-02,"2007/4/8",0,"spring"
"188",2007,16,3,22.643491,120.2963385,0,0,0,0,0,2007-04-16,"2007/4/22",0,"spring"
"189",2007,18,3,22.643491,120.2963385,0,0,0,0,0,2007-04-30,"2007/5/6",0,"spring"
"190",2007,24,3,22.643491,120.2963385,10,0.04,12,8.771929825,72,2007-06-11,"2007/6/17",0,"summer"
"191",2007,26,3,22.643491,120.2963385,10,0.02,6,6.41025641,172,2007-06-25,"2007/7/1",0,"summer"
"192",2007,37,3,22.643491,120.2963385,16,0,6,14.81481481,88,2007-09-10,"2007/9/16",0,"autumn"
"193",2007,39,3,22.643491,120.2963385,6,0,6,4.761904762,82,2007-09-24,"2007/9/30",0,"autumn"
"194",2007,47,3,22.643491,120.2963385,3.846153846,0,3.846153846,3.333333333,26.92307692,2007-11-19,"2007/11/25",0,"autumn"
"195",2007,52,3,22.643491,120.2963385,0,0,0,0,0,2007-12-24,"2007/12/30",0,"winter"
"196",2008,4,3,22.643491,120.2963385,4,0,2,3.773584906,48,2008-01-21,"2008/1/27",0,"winter"
"197",2008,10,3,22.643491,120.2963385,4,0,2,2.777777778,36,2008-03-03,"2008/3/9",0,"spring"
"198",2008,13,3,22.643491,120.2963385,0,0,0,0,0,2008-03-24,"2008/3/30",0,"spring"
"199",2008,17,3,22.643491,120.2963385,0,0,0,0,0,2008-04-21,"2008/4/27",0,"spring"
"200",2008,21,3,22.643491,120.2963385,5.882352941,0,1.960784314,4.918032787,39.21568627,2008-05-19,"2008/5/25",0,"spring"
"201",2008,51,3,22.643491,120.2963385,2,0,2,2.43902439,8,2008-12-15,"2008/12/21",0,"winter"
"202",2009,3,3,22.643491,120.2963385,4,0,4,2.941176471,28,2009-01-12,"2009/1/18",0,"winter"
"203",2009,7,3,22.643491,120.2963385,0,0,0,0,0,2009-02-09,"2009/2/15",0,"winter"
"204",2009,12,3,22.643491,120.2963385,0,0,0,0,0,2009-03-16,"2009/3/22",0,"spring"
"205",2009,13,3,22.643491,120.2963385,1.818181818,0.018181818,1.818181818,1.587301587,5.454545455,2009-03-23,"2009/3/29",0,"spring"
"206",2009,15,3,22.643491,120.2963385,0,0,0,0,0,2009-04-06,"2009/4/12",0,"spring"
"207",2009,16,3,22.643491,120.2963385,3.921568627,0,3.921568627,4.347826087,13.7254902,2009-04-13,"2009/4/19",0,"spring"
"208",2009,19,3,22.643491,120.2963385,1.818181818,0,1.818181818,1.587301587,49.09090909,2009-05-04,"2009/5/10",0,"spring"
"209",2009,20,3,22.643491,120.2963385,0,0,0,0,0,2009-05-11,"2009/5/17",0,"spring"
"210",2009,24,3,22.643491,120.2963385,3.636363636,0,3.636363636,3.636363636,7.272727273,2009-06-08,"2009/6/14",0,"summer"
"211",2009,26,3,22.643491,120.2963385,5.882352941,0,5.882352941,6.382978723,37.25490196,2009-06-22,"2009/6/28",0,"summer"
"212",2009,30,3,22.643491,120.2963385,5.454545455,0,3.636363636,6.666666667,32.72727273,2009-07-20,"2009/7/26",0,"summer"
"213",2010,6,3,22.643491,120.2963385,1.923076923,0.019230769,1.923076923,1.136363636,7.692307692,2010-02-01,"2010/2/7",0,"winter"
"214",2010,11,3,22.643491,120.2963385,4,0.12,4,3.571428571,120,2010-03-08,"2010/3/14",0,"spring"
"215",2010,17,3,22.643491,120.2963385,1.923076923,0,1.923076923,1.886792453,44.23076923,2010-04-19,"2010/4/25",0,"spring"
"216",2010,28,3,22.643491,120.2963385,5.769230769,0,3.846153846,7.142857143,32.69230769,2010-07-05,"2010/7/11",0,"summer"
"217",2010,30,3,22.643491,120.2963385,9.090909091,0,3.636363636,6.25,152.7272727,2010-07-19,"2010/7/25",0,"summer"
"218",2010,37,3,22.643491,120.2963385,16.66666667,0.029411765,14.70588235,17,161.7647059,2010-09-06,"2010/9/12",0,"autumn"
"219",2010,41,3,22.643491,120.2963385,15.09433962,0,11.32075472,25,203.7735849,2010-10-04,"2010/10/10",2,"autumn"
"220",2011,1,3,22.643491,120.2963385,0.816326531,0,0.408163265,1.307189542,3.673469388,2011-01-01,"2011/1/2",0,"winter"
"221",2011,7,3,22.643491,120.2963385,0,0,0,0,0,2011-02-07,"2011/2/13",0,"winter"
"222",2011,10,3,22.643491,120.2963385,2,0.02,2,4.166666667,0,2011-02-28,"2011/3/6",0,"winter"
"223",2011,14,3,22.643491,120.2963385,0,0.04,0,0,0,2011-03-28,"2011/4/3",0,"spring"
"224",2011,16,3,22.643491,120.2963385,2,0,2,1.785714286,6,2011-04-11,"2011/4/17",0,"spring"
"225",2011,19,3,22.643491,120.2963385,0,0,0,0,0,2011-05-02,"2011/5/8",0,"spring"
